SalesOrderID	CustomerID	SalesPersonID	TerritoryID	CurrencyRateID	SubTotal	TaxAmt	Freight	TotalDue	ShipToAddressLine1	ShipToAddressLine2	ShipToCity	ShipToStateProvinceCode	ShipToStateProvince	ShipToPostalCode	IsOnlyStateProvinceFlag	ShipToCountryRegion
43865	30117	277	4		13196.0548	1268.2589	396.3309	14860.6446	72540 Blanco Rd.		San Antonio	TX	Texas	78204	False	United States
43866	29571	280	1		4076.388	391.2268	122.2584	4589.8732	67 Rainer Ave S		Renton	WA	Washington	98055	False	United States
43867	29582	280	1		32673.0446	3149.2911	984.1535	36806.4892	Bldg. 9n/99298		Redmond	WA	Washington	98052	False	United States
43868	30042	282	6	407	2146.962	206.1084	64.4089	2417.4793	46990 Viking Way		Richmond	BC	British Columbia	V6B 3P7	False	Canada
43869	30107	276	1		49193.9864	4734.607	1479.5647	55408.1581	62500 Neil Road		Reno	NV	Nevada	89502	False	United States
43870	29675	275	2		4316.9864	413.6232	129.2572	4859.8668	58 Teed Drive		Randolph	MA	Massachusetts	02368	False	United States
43871	30076	281	3		9398.8972	899.949	281.2341	10580.0803	8525 South Parker Road		Parker	CO	Colorado	80138	False	United States
43872	30100	276	4		11584.459	1110.9858	347.1831	13042.6279	Mall Of Orange		Orange	CA	California	92867	False	United States
43873	29703	276	4		41250.4391	3973.725	1241.789	46465.9531	Incom Sports Center		Ontario	CA	California	91764	False	United States
43874	29569	277	3		419.4589	40.2681	12.5838	472.3108	2505 Gateway Drive		North Sioux City	SD	South Dakota	57049	False	United States
43875	29624	279	5		121761.9396	11871.5033	3709.8448	137343.2877	9707 Coldwater Drive		Orlando	FL	Florida	32804	False	United States
43876	30091	275	2		7135.2649	686.9474	214.6711	8036.8834	225200 Miles Ave.		North Randall	OH	Ohio	44128	False	United States
43877	29925	280	1		20628.5745	1977.1163	617.8489	23223.5397	Great Northwestern		North Bend	WA	Washington	98045	False	United States
43878	29664	275	2		4079.988	391.6788	122.3996	4594.0664	123 Union Square South		New York	NY	New York	10007	False	United States
43879	29510	282	6	407	21718.7639	2087.8858	652.4643	24459.114	254 Colonnade Road		Nepean	ON	Ontario	K2J 2W5	False	Canada
43880	29789	278	6	407	15479.55	1488.4458	465.1393	17433.1351	965 De La Gauchetiere West		Montreal	QC	Quebec	H1Y 2H8	False	Canada
43881	30111	277	3		38816.8056	3725.7234	1164.2885	43706.8175	455 256th St.		Moline	IL	Illinois	61265	False	United States
43882	29558	282	6	407	2024.994	194.3994	60.7498	2280.1432	5700 Explorer Drive		Mississauga	ON	Ontario	L4W 5J3	False	Canada
43883	29724	275	2		18320.6894	1763.0175	550.943	20634.6499	Connecticut Post Mall		Milford	CT	Connecticut	06460	False	United States
43884	29861	277	3		115696.3313	11215.3536	3504.798	130416.4829	99 Front Street		Minneapolis	MN	Minnesota	55402	False	United States
43885	29757	276	4		68.4	5.928	1.8525	76.1805	3250 Baldwin Park Blvd		Baldwin Park	CA	California	91706	False	United States
43886	29698	282	6	407	17358.0101	1664.9942	520.3107	19543.315	#9900 2700 Production Way		Burnaby	BC	British Columbia	V5A 4X1	False	Canada
43887	29493	279	5		419.4589	40.2681	12.5838	472.3108	Hilton Head Factory Outlets No. 25		Bluffton	SC	South Carolina	29910	False	United States
43888	29794	282	6	407	14432.8174	1388.4649	433.8953	16255.1776	655-4th Ave S.W.		Calgary	AB	Alberta	T2P 2G8	False	Canada
43889	29830	278	6	407	2082.6748	199.3984	62.312	2344.3852	"253131 Lake Frasier Drive, Office No. 2"		Calgary	AB	Alberta	T2P 2G8	False	Canada
43890	29515	278	6	407	75191.9599	7234.307	2260.7209	84686.9878	Suite 99320 255 - 510th Avenue S.W.		Calgary	AB	Alberta	T2P 2G8	False	Canada
43891	29807	282	6	407	32569.104	3126.3148	976.9734	36672.3922	Station E		Chalk Riber	ON	Ontario	K0J 1J0	False	Canada
43892	29716	281	4		16544.5461	1587.1682	495.9901	18627.7044	99000 S. Avalon Blvd. Suite 750		Carson	CA	California	90746	False	United States
43893	29905	282	6	407	419.4589	40.2681	12.5838	472.3108	"6400, 888 - 3rd Avenue"		Calgary	AB	Alberta	T2P 2G8	False	Canada
43894	30004	280	1		32492.604	3118.7048	974.5952	36585.904	Frontier Mall		Cheyenne	WY	Wyoming	82001	False	United States
43895	29742	280	1		32459.9278	3121.4886	975.4652	36556.8816	Lewis County Mall		Chehalis	WA	Washington	98532	False	United States
43896	29866	277	4		4345.8268	416.1227	130.0383	4891.9878	"99828 Routh Street, Suite 825"		Dallas	TX	Texas	75201	False	United States
43897	29522	276	4		51235.0091	4912.9311	1535.291	57683.2312	Fox Hills		Culver City	CA	California	90232	False	United States
43898	29705	278	6	407	50948.9161	4908.5808	1533.9315	57391.4284	25575 The Queensway		Etobicoke	ON	Ontario	M9W 3P3	False	Canada
43899	29906	277	3		11942.5965	1147.8551	358.7047	13449.1563	25095 W. Florissant		Ferguson	MO	Missouri	63135	False	United States
43900	29880	279	5		34628.298	3323.6782	1038.6494	38990.6256	Carolina Factory Shops		Gaffney	SC	South Carolina	29340	False	United States
43901	29901	276	4		22717.5954	2177.0702	680.3344	25575	Pacific West Outlet		Gilroy	CA	California	95020	False	United States
43902	29507	279	5		52803.4477	5091.7865	1591.1833	59486.4175	Gulfport Factory Shops		Gulfport	MS	Mississippi	39501	False	United States
43903	29968	279	5		20.1865	1.6149	0.5047	22.3061	Po Box 2257		Greensboro	NC	North Carolina	27412	False	United States
43904	30095	277	4		11361.2706	1093.5814	341.7442	12796.5962	25500 Old Spanish Trail		Houston	TX	Texas	77003	False	United States
43905	29846	279	5		9880.2666	950.9438	297.1699	11128.3803	32525 Hollywood Blvd.		Hollywood	FL	Florida	33021	False	United States
43906	29523	277	4		32971.323	3162.1366	988.1677	37121.6273	2345 North Freeway		Houston	TX	Texas	77003	False	United States
43907	29791	275	2		14660.3024	1407.7759	439.93	16508.0083	250 E. County Line Rd.		Indianapolis	IN	Indiana	46204	False	United States
43908	29731	275	2		2561.5408	246.3213	76.9754	2884.8375	Washington Square Ii		Indianapolis	IN	Indiana	46204	False	United States
43909	29787	283	1		25493.3215	2461.1244	769.1014	28723.5473	2583 Se 272nd St		Kent	WA	Washington	98031	False	United States
43910	29963	279	5		19411.9336	1867.3968	583.5615	21862.8919	2550 High Street		La Vergne	TN	Tennessee	37086	False	United States
43911	29617	280	1		19734.8665	1896.6545	592.7045	22224.2255	S Sound Ctr Suite 25300		Lacey	WA	Washington	98503	False	United States
43912	29853	276	4		13078.2699	1258.9537	393.423	14730.6466	Lake Elisnor Place		Lake Elsinore	CA	California	92530	False	United States
43913	29774	277	4		36724.0974	3522.2975	1100.718	41347.1129	509 Nafta Boulevard		Laredo	TX	Texas	78040	False	United States
43914	29521	281	1		8152.776	782.4537	244.5168	9179.7465	Belz Factory Outlet		Las Vegas	NV	Nevada	89106	False	United States
43915	29688	275	3		4049.988	388.7988	121.4996	4560.2864	399700 John R. Rd.		Madison Heights	MI	Michigan	48071	False	United States
43916	29511	276	3		39450.7884	3788.8057	1184.0018	44423.5959	Rocky Mountain Pines Outlet		Loveland	CO	Colorado	80537	False	United States
43917	29885	283	1		21356.1593	2050.8186	640.8808	24047.8587	7990 Ocean Beach Hwy.		Longview	WA	Washington	98632	False	United States
43918	22041		6	407	3578.27	286.2616	89.4568	3953.9884	6720 Primrose Dr.		Haney	BC	British Columbia	V2W 1W2	False	Canada
43919	12124		7	411	3578.27	286.2616	89.4568	3953.9884	"8, rue de l´Avenir"		Paris	75	Seine (Paris)	75002	False	France
43920	28066		4		3578.27	286.2616	89.4568	3953.9884	9727 N. Michell Canyon Rd.		Downey	CA	California	90241	False	United States
43921	16743		9	405	3578.27	286.2616	89.4568	3953.9884	3726 Northridge Drive		Coffs Harbour	NSW	New South Wales	2450	False	Australia
43922	13546		8	409	3578.27	286.2616	89.4568	3953.9884	Curieweg 5777		Münster	SL	Saarland	48001	False	Germany
43923	28018		4		3578.27	286.2616	89.4568	3953.9884	6615 Winterglenn Way		Redwood City	CA	California	94063	False	United States
43924	12132		7	424	3578.27	286.2616	89.4568	3953.9884	"2222, rue Ste-Honoré"		Tremblay-en-France	93	Seine Saint Denis	93290	False	France
43925	16661		9	418	3578.27	286.2616	89.4568	3953.9884	7560 Franklin Canyon Road		Malabar	NSW	New South Wales	2036	False	Australia
43926	11055		9	431	3374.99	269.9992	84.3748	3729.364	8811 The Trees Dr.		East Brisbane	QLD	Queensland	4169	False	Australia
43927	16662		9	431	3578.27	286.2616	89.4568	3953.9884	1825 Corte Del Prado		Sydney	NSW	New South Wales	1002	False	Australia
43928	16740		9	431	3578.27	286.2616	89.4568	3953.9884	2096 Blackwood Drive		Melton	VIC	Victoria	3337	False	Australia
43929	25270		9	431	699.0982	55.9279	17.4775	772.5036	7770 Mota Dr.		Findon	SA	South Australia	5023	False	Australia
43930	28038		4		3578.27	286.2616	89.4568	3953.9884	478 Grant St		Bellflower	CA	California	90706	False	United States
43931	13548		8	448	3578.27	286.2616	89.4568	3953.9884	Helsenbergbogen 2		Frankfurt	BY	Bayern	91480	False	Germany
43932	16741		9	444	3578.27	286.2616	89.4568	3953.9884	5727 Eola		Rhodes	NSW	New South Wales	2138	False	Australia
43933	11031		9	444	3399.99	271.9992	84.9998	3756.989	6465 Detroit Ave.		Matraville	NSW	New South Wales	2036	False	Australia
43934	11034		9	444	3399.99	271.9992	84.9998	3756.989	5167 Condor Place		North Sydney	NSW	New South Wales	2055	False	Australia
43935	20048		10	464	699.0982	55.9279	17.4775	772.5036	1926 Fish Dr.		Birmingham	ENG	England	B29 6SL	True	United Kingdom
43936	28065		4		3578.27	286.2616	89.4568	3953.9884	9444 Camelback Ct.		Beverly Hills	CA	California	90210	False	United States
43937	17047		9	457	3578.27	286.2616	89.4568	3953.9884	7921 Detroit Ave.		Caloundra	QLD	Queensland	4551	False	Australia
43938	16686		9	457	3578.27	286.2616	89.4568	3953.9884	290 Reed Way		Malabar	NSW	New South Wales	2036	False	Australia
43939	16659		9	457	3578.27	286.2616	89.4568	3953.9884	9716 Broadmoor Drive		Goulburn	NSW	New South Wales	2580	False	Australia
43940	25294		9	457	699.0982	55.9279	17.4775	772.5036	3528 Sweetwater Drive	Unit A	North Sydney	NSW	New South Wales	2055	False	Australia
43941	13600		10	477	3578.27	286.2616	89.4568	3953.9884	1156 Dublin Court		Watford	ENG	England	WA3	True	United Kingdom
43942	17051		9	470	3578.27	286.2616	89.4568	3953.9884	230 Daisy Way		Brisbane	QLD	Queensland	4000	False	Australia
43943	14565		4		699.0982	55.9279	17.4775	772.5036	1885 Riverside Drive		National City	CA	California	91950	False	United States
43944	11054		9	470	3399.99	271.9992	84.9998	3756.989	5825 B Way		Geelong	VIC	Victoria	3220	False	Australia
43945	16675		9	470	3578.27	286.2616	89.4568	3953.9884	1515 Tuolumne St.		Matraville	NSW	New South Wales	2036	False	Australia
43946	16687		9	470	3578.27	286.2616	89.4568	3953.9884	1386 Eastgate		Malabar	NSW	New South Wales	2036	False	Australia
43947	16712		9	470	3578.27	286.2616	89.4568	3953.9884	7605 Mount Dr.		Coffs Harbour	NSW	New South Wales	2450	False	Australia
43948	11047		9	470	3399.99	271.9992	84.9998	3756.989	2812 Mazatlan		Geelong	VIC	Victoria	3220	False	Australia
43949	27726		4		3578.27	286.2616	89.4568	3953.9884	8327 Roundhouse Place		Lemon Grove	CA	California	91945	False	United States
43950	28014		4		3578.27	286.2616	89.4568	3953.9884	6267 Eastgate Lane		Beverly Hills	CA	California	90210	False	United States
43951	16696		9	483	3578.27	286.2616	89.4568	3953.9884	8310 MountainAire Pkwy.		Gold Coast	QLD	Queensland	4217	False	Australia
43952	16639		9	483	3578.27	286.2616	89.4568	3953.9884	1767 Holton Court		Melton	VIC	Victoria	3337	False	Australia
43953	20049		10	503	699.0982	55.9279	17.4775	772.5036	6841 Curletto Dr.		Warrington	ENG	England	WA3 7BH	True	United Kingdom
43954	13602		10	503	3578.27	286.2616	89.4568	3953.9884	3168 True Drive	#118	Billericay	ENG	England	CM11	True	United Kingdom
43955	13661		10	503	3578.27	286.2616	89.4568	3953.9884	3186 Concord Ct.		Warrington	ENG	England	WA1	True	United Kingdom
43956	11030		9	496	3399.99	271.9992	84.9998	3756.989	636 Vine Hill Way		Cloverdale	SA	South Australia	6105	False	Australia
43957	28068		4		3578.27	286.2616	89.4568	3953.9884	9106 Edwards Ave.		Newport Beach	CA	California	92625	False	United States
43958	16658		9	509	3578.27	286.2616	89.4568	3953.9884	7281 Barberry Court		Wollongong	NSW	New South Wales	2500	False	Australia
43959	11035		9	509	3374.99	269.9992	84.3748	3729.364	1873 Mt. Whitney Dr		Cranbourne	VIC	Victoria	3977	False	Australia
43960	11046		9	509	3374.99	269.9992	84.3748	3729.364	2356 Orange St		Lavender Bay	NSW	New South Wales	2060	False	Australia
43961	28031		4		3578.27	286.2616	89.4568	3953.9884	2782 Pacific		Chula Vista	CA	California	91910	False	United States
43962	28076		4		3578.27	286.2616	89.4568	3953.9884	9604 Ryan Rd.		Redwood City	CA	California	94063	False	United States
43963	16685		9	522	3578.27	286.2616	89.4568	3953.9884	3296 Trinity Ave		Port Macquarie	NSW	New South Wales	2444	False	Australia
43964	16745		9	522	3578.27	286.2616	89.4568	3953.9884	3371 Thors Bay Road		Townsville	QLD	Queensland	4810	False	Australia
43965	11038		9	522	3374.99	269.9992	84.3748	3729.364	8357 Sandy Cove Lane		Lavender Bay	NSW	New South Wales	2060	False	Australia
43966	11039		9	522	3399.99	271.9992	84.9998	3756.989	9353 Creekside Dr.		Wollongong	NSW	New South Wales	2500	False	Australia
43967	28040		1		3578.27	286.2616	89.4568	3953.9884	4160 Saranap		Everett	WA	Washington	98201	False	United States
43968	28067		4		3578.27	286.2616	89.4568	3953.9884	9991 El Pintado Road		Lemon Grove	CA	California	91945	False	United States
43969	28071		4		3578.27	286.2616	89.4568	3953.9884	9956 La Salle St.		Berkeley	CA	California	94704	False	United States
43970	16684		9	535	3578.27	286.2616	89.4568	3953.9884	6566 Pinole Valley Rd.		Warrnambool	VIC	Victoria	3280	False	Australia
43971	16657		9	535	3578.27	286.2616	89.4568	3953.9884	115 Santa Fe Street		Lavender Bay	NSW	New South Wales	2060	False	Australia
43972	21939		6	550	3578.27	286.2616	89.4568	3953.9884	448 Roanoke Dr.		Langford	BC	British Columbia	V9	False	Canada
43973	28039		4		3578.27	286.2616	89.4568	3953.9884	5994 El Capitan		Palo Alto	CA	California	94303	False	United States
43974	13687		10	555	3578.27	286.2616	89.4568	3953.9884	1339 W. Hookston Road		Bury	ENG	England	PE17	True	United Kingdom
43975	13540		8	552	3578.27	286.2616	89.4568	3953.9884	Marketplatz 5103		Erlangen	BY	Bayern	91054	False	Germany
43976	28063		4		3578.27	286.2616	89.4568	3953.9884	9081 Texas Way	# A5	Santa Cruz	CA	California	95062	False	United States
43977	16703		9	548	3578.27	286.2616	89.4568	3953.9884	8679 Mt. Tamlapais Place		Hobart	TAS	Tasmania	7001	False	Australia
43978	28030		1		3578.27	286.2616	89.4568	3953.9884	3567 Sierra Street		Beaverton	OR	Oregon	97005	False	United States
43979	14576		1		699.0982	55.9279	17.4775	772.5036	3884 Beauty Street		Renton	WA	Washington	98055	False	United States
43980	11048		9	561	3374.99	269.9992	84.3748	3729.364	1803 Potomac Dr.		Sunbury	VIC	Victoria	3429	False	Australia
43981	16664		9	561	3578.27	286.2616	89.4568	3953.9884	"88, rue Pierre-Demoulin"		Melton	VIC	Victoria	3337	False	Australia
43982	25271		9	561	699.0982	55.9279	17.4775	772.5036	7838 Euclid Ave.		Port Macquarie	NSW	New South Wales	2444	False	Australia
43983	28017		1		3578.27	286.2616	89.4568	3953.9884	4061 Vinewood Dr.		Bremerton	WA	Washington	98312	False	United States
43984	13545		8	578	3578.27	286.2616	89.4568	3953.9884	Pappelallee 400		Grevenbroich	BY	Bayern	41485	False	Germany
43985	13515		8	578	3578.27	286.2616	89.4568	3953.9884	Heideweg 6446		Salzgitter	HE	Hessen	38231	False	Germany
43986	28070		4		3578.27	286.2616	89.4568	3953.9884	2371 Deerfield Dr.		Daly City	CA	California	94015	False	United States
43987	28042		4		3578.27	286.2616	89.4568	3953.9884	5452 Corte Gilberto		Concord	CA	California	94519	False	United States
43988	11244		10	594	3399.99	271.9992	84.9998	3756.989	7140 Camelback Road		Runcorn	ENG	England	TY31	True	United Kingdom
43989	28083		4		3578.27	286.2616	89.4568	3953.9884	4159 Apple Drive		Bellflower	CA	California	90706	False	United States
43990	25872		1		3399.99	271.9992	84.9998	3756.989	7419 Heights Avenue		Sedro Woolley	WA	Washington	98284	False	United States
43991	16660		9	587	3578.27	286.2616	89.4568	3953.9884	6567 Pinole Valley Rd		Goulburn	NSW	New South Wales	2580	False	Australia
43992	16638		9	587	3578.27	286.2616	89.4568	3953.9884	4921 St. Geemain Lane		Springwood	NSW	New South Wales	2777	False	Australia
43993	16929		9	613	3578.27	286.2616	89.4568	3953.9884	7061 Eaker Way		Hobart	TAS	Tasmania	7001	False	Australia
43994	27681		4		3578.27	286.2616	89.4568	3953.9884	9091 Pinecrest Dr.		Chula Vista	CA	California	91910	False	United States
43995	21813		6	628	3578.27	286.2616	89.4568	3953.9884	1471 Michigan Blvd.		Shawnee	BC	British Columbia	V9B 2C3	False	Canada
43996	27920		4		3578.27	286.2616	89.4568	3953.9884	8157 W. Buchanan		Woodland Hills	CA	California	91364	False	United States
43997	28022		4		3578.27	286.2616	89.4568	3953.9884	8361 Flora Ave.		Downey	CA	California	90241	False	United States
43998	11033		9	626	3374.99	269.9992	84.3748	3729.364	5927 Rainbow Dr		Milsons Point	NSW	New South Wales	2061	False	Australia
43999	28047		1		3578.27	286.2616	89.4568	3953.9884	8297 Dos Encinas		Beaverton	OR	Oregon	97005	False	United States
44000	27918		4		3578.27	286.2616	89.4568	3953.9884	1433 Manila Avenue		Burlingame	CA	California	94010	False	United States
44001	28044		4		3578.27	286.2616	89.4568	3953.9884	1506 St. George Court		Concord	CA	California	94519	False	United States
44002	14572		4		699.0982	55.9279	17.4775	772.5036	7933 Ashwood Dr		Lincoln Acres	CA	California	91950	False	United States
44003	19325		8	643	699.0982	55.9279	17.4775	772.5036	Rotthäuser Weg 66		München	HE	Hessen	80074	False	Germany
44004	28061		4		3578.27	286.2616	89.4568	3953.9884	3234 Royal Arch Court		Burlingame	CA	California	94010	False	United States
44005	26629		6	641	699.0982	55.9279	17.4775	772.5036	9397 N. 8th Street		Metchosin	BC	British Columbia	V9	False	Canada
44006	16744		9	639	3578.27	286.2616	89.4568	3953.9884	3710 Via Appia		North Ryde	NSW	New South Wales	2113	False	Australia
44007	25555		9	639	699.0982	55.9279	17.4775	772.5036	3920 Valley Run		Milsons Point	NSW	New South Wales	2061	False	Australia
44008	27678		1		3578.27	286.2616	89.4568	3953.9884	6440 Co Road		Lake Oswego	OR	Oregon	97034	False	United States
44009	27759		1		3578.27	286.2616	89.4568	3953.9884	325 Meager Dr		Renton	WA	Washington	98055	False	United States
44010	13680		10	659	3578.27	286.2616	89.4568	3953.9884	37 Amaranth Way		Warrington	ENG	England	WA1	True	United Kingdom
44011	13514		8	656	3578.27	286.2616	89.4568	3953.9884	Kappellweg 613		Eilenburg	BB	Brandenburg	04838	False	Germany
44012	11052		9	652	3374.99	269.9992	84.3748	3729.364	2514 Via Cordona		Matraville	NSW	New South Wales	2036	False	Australia
44013	16928		9	652	3578.27	286.2616	89.4568	3953.9884	7793 Kaski Ln.		Goulburn	NSW	New South Wales	2580	False	Australia
44014	27917		4		3578.27	286.2616	89.4568	3953.9884	5405 Glenellen Court		Long Beach	CA	California	90802	False	United States
44015	13693		10	672	3578.27	286.2616	89.4568	3953.9884	3817 Green Hill Rd.		London	ENG	England	E17 6JF	True	United Kingdom
44016	11247		10	672	3374.99	269.9992	84.3748	3729.364	6516 Beauer Lane		Lancaster	ENG	England	LA1 1LN	True	United Kingdom
44017	28078		1		3578.27	286.2616	89.4568	3953.9884	1293 Silverwood Drive		Lake Oswego	OR	Oregon	97034	False	United States
44018	25876		1		3374.99	269.9992	84.3748	3729.364	4421 Euclid Ave.		Walla Walla	WA	Washington	99362	False	United States
44019	16701		9	665	3578.27	286.2616	89.4568	3953.9884	4428 Jones Rd.		North Ryde	NSW	New South Wales	2113	False	Australia
44020	16931		9	665	3578.27	286.2616	89.4568	3953.9884	5957 Hill Drive		Brisbane	QLD	Queensland	4000	False	Australia
44021	11032		9	665	3374.99	269.9992	84.3748	3729.364	626 Bentley Street		Melbourne	VIC	Victoria	3000	False	Australia
